year,month,division,dose,births,coverage_baseline,doses_baseline,stockout_flag,surge_doses,doses_disrupted
2026,2,Chattogram,MR1,50937.32370519043,0.86,50377.01314443333,0,0.0,50377.01314443333
2026,3,Chattogram,MR1,51718.71622612401,0.86,51149.81034763664,0,341550.0,392699.81034763664
2026,4,Chattogram,MR1,52193.877767948405,0.86,51619.74511250097,0,341550.0,393169.74511250097
2026,5,Chattogram,MR1,51946.263199774425,0.86,51374.854304576904,0,341550.0,392924.8543045769
2026,6,Chattogram,MR1,52983.787565558574,0.86,52400.965902337426,0,341550.0,393950.96590233746
2026,7,Chattogram,MR1,52856.36306333106,0.86,52274.94306963441,0,0.0,52274.94306963441
2026,8,Chattogram,MR1,50084.98490381964,0.86,49534.050069877616,0,0.0,49534.050069877616
2026,9,Chattogram,MR1,45631.51059850357,0.86,45129.56398192003,0,0.0,45129.56398192003
2026,10,Chattogram,MR1,46388.53514818111,0.86,45878.26126155111,0,0.0,45878.26126155111
2026,11,Chattogram,MR1,48716.82756224564,0.86,48180.942459060934,0,0.0,48180.942459060934
2026,12,Chattogram,MR1,46359.82960417854,0.86,45849.87147853258,0,0.0,45849.87147853258
2027,1,Chattogram,MR1,45287.11990845007,0.86,44788.96158945711,0,0.0,44788.96158945711
2027,2,Chattogram,MR1,47033.85833761772,0.86,46516.48589590393,0,0.0,46516.48589590393
2027,3,Chattogram,MR1,49983.83053227589,0.86,49434.00839642085,0,0.0,49434.00839642085
2027,4,Chattogram,MR1,53497.178213291256,0.86,52908.709252945046,0,0.0,52908.709252945046
2027,5,Chattogram,MR1,53349.8999079226,0.86,52763.05100893545,0,0.0,52763.05100893545
2027,6,Chattogram,MR1,51504.68015800492,0.86,50938.12867626687,0,0.0,50938.12867626687
2027,7,Chattogram,MR1,51331.089427735336,0.86,50766.447444030244,0,0.0,50766.447444030244
2027,8,Chattogram,MR1,49971.964873872574,0.86,49422.27326025997,0,0.0,49422.27326025997
2027,9,Chattogram,MR1,48966.85506732159,0.86,48428.219661581046,0,0.0,48428.219661581046
2027,10,Chattogram,MR1,47877.88490710159,0.86,47351.22817312346,0,0.0,47351.22817312346
2027,11,Chattogram,MR1,43822.75852189327,0.86,43340.70817815245,0,0.0,43340.70817815245
2027,12,Chattogram,MR1,43129.13975749117,0.86,42654.71922015876,0,0.0,42654.71922015876
2028,1,Chattogram,MR1,46141.90208950924,0.86,45634.34116652463,0,0.0,45634.34116652463
2028,2,Chattogram,MR1,48477.85846676812,0.86,47944.60202363367,0,0.0,47944.60202363367
2028,3,Chattogram,MR1,47660.06752367841,0.86,47135.80678091794,0,0.0,47135.80678091794
2028,4,Chattogram,MR1,49675.109994020866,0.86,49128.683784086636,0,0.0,49128.683784086636
2028,5,Chattogram,MR1,51812.77505585783,0.86,51242.83453024338,0,0.0,51242.83453024338
2028,6,Chattogram,MR1,48378.52290899365,0.86,47846.35915699472,0,0.0,47846.35915699472
2028,7,Chattogram,MR1,52254.85086879794,0.86,51680.04750924116,0,0.0,51680.04750924116
2028,8,Chattogram,MR1,48782.1592887497,0.86,48245.55553657345,0,0.0,48245.55553657345
2028,9,Chattogram,MR1,43774.47305661153,0.86,43292.9538529888,0,0.0,43292.9538529888
2020,4,Chattogram,MR2,48521.92277598188,0.8734000000000001,48735.90445542396,0,0.0,48735.90445542396
2020,5,Chattogram,MR2,45684.91656826131,0.8734000000000001,45886.38705032734,0,0.0,45886.38705032734
2020,6,Chattogram,MR2,47260.246824008624,0.8734000000000001,47468.6645125025,0,0.0,47468.6645125025
2020,7,Chattogram,MR2,49984.6222920862,0.8734000000000001,50205.054476394296,0,0.0,50205.054476394296
2020,8,Chattogram,MR2,53273.842066594385,0.8734000000000001,53508.779710108065,0,0.0,53508.779710108065
2020,9,Chattogram,MR2,53292.89796805167,0.8734000000000001,53527.91964809078,0,0.0,53527.91964809078
2020,10,Chattogram,MR2,54020.385780618904,0.8734000000000001,54258.61568191143,0,0.0,54258.61568191143
2020,11,Chattogram,MR2,56400.321093239756,0.8734000000000001,56649.046509260945,0,0.0,56649.046509260945
2020,12,Chattogram,MR2,56332.47996390635,0.8734000000000001,56580.90620054718,0,0.0,56580.90620054718
2021,1,Chattogram,MR2,53890.64726480375,0.8568,53099.53256295643,0,0.0,53099.53256295643
2021,2,Chattogram,MR2,49907.31312862391,0.8568,49174.6737718957,0,0.0,49174.6737718957
2021,3,Chattogram,MR2,52316.087883020715,0.8568,51548.08771289797,0,0.0,51548.08771289797
2021,4,Chattogram,MR2,50794.45794226299,0.8568,50048.795299670564,0,0.0,50048.795299670564
2021,5,Chattogram,MR2,50548.555604614376,0.8568,49806.502808338635,0,0.0,49806.502808338635
2021,6,Chattogram,MR2,48305.50744457103,0.8568,47596.38259528472,0,0.0,47596.38259528472
2021,7,Chattogram,MR2,48657.737206341386,0.8568,47943.44162415229,0,0.0,47943.44162415229
2021,8,Chattogram,MR2,49682.353416807,0.8568,48953.01646864827,0,0.0,48953.01646864827
2021,9,Chattogram,MR2,51402.13016731144,0.8568,50647.546896455315,0,0.0,50647.546896455315
2021,10,Chattogram,MR2,52618.918437402084,0.8568,51846.472714741016,0,0.0,51846.472714741016
2021,11,Chattogram,MR2,57348.559402141174,0.8568,56506.68255011774,0,0.0,56506.68255011774
2021,12,Chattogram,MR2,57237.99945924459,0.8568,56397.74562718288,0,0.0,56397.74562718288
2022,1,Chattogram,MR2,53723.23867091117,0.8402000000000001,51909.0049009945,0,0.0,51909.0049009945
2022,2,Chattogram,MR2,52135.37885966576,0.8402000000000001,50374.76711557485,0,0.0,50374.76711557485
2022,3,Chattogram,MR2,50111.79649080003,0.8402000000000001,48419.52112330571,0,0.0,48419.52112330571
2022,4,Chattogram,MR2,51538.90101385318,0.8402000000000001,49798.43232661536,0,0.0,49798.43232661536
2022,5,Chattogram,MR2,48570.81895206821,0.8402000000000001,46930.58239605687,0,0.0,46930.58239605687
2022,6,Chattogram,MR2,48606.94025890046,0.8402000000000001,46965.4838863574,0,0.0,46965.4838863574
2022,7,Chattogram,MR2,48378.79969789644,0.8402000000000001,46745.047632098474,0,0.0,46745.047632098474
2022,8,Chattogram,MR2,52540.795154025946,0.8402000000000001,50766.49250167449,0,0.0,50766.49250167449
2022,9,Chattogram,MR2,53245.034182603216,0.8402000000000001,51446.94937825671,0,0.0,51446.94937825671
2022,10,Chattogram,MR2,53631.86162121843,0.8402000000000001,51820.71365426988,0,0.0,51820.71365426988
2022,11,Chattogram,MR2,53834.94762126773,0.8402000000000001,52016.94144009752,0,0.0,52016.94144009752
2022,12,Chattogram,MR2,55064.23589240758,0.8402000000000001,53204.71664632098,0,0.0,53204.71664632098
2023,1,Chattogram,MR2,52437.48632607259,0.8236,49665.64079887639,0,0.0,49665.64079887639
2023,2,Chattogram,MR2,49039.21294223117,0.8236,46447.00014610482,0,0.0,46447.00014610482
2023,3,Chattogram,MR2,48838.32016651814,0.8236,46256.72656251599,0,0.0,46256.72656251599
2023,4,Chattogram,MR2,49911.61667259492,0.8236,47273.28861528155,0,0.0,47273.28861528155
2023,5,Chattogram,MR2,48294.67872780709,0.8236,45741.8220102552,0,0.0,45741.8220102552
2023,6,Chattogram,MR2,44170.21360541241,0.8236,41835.376114230305,0,0.0,41835.376114230305
2023,7,Chattogram,MR2,47853.956674252695,0.8236,45324.396524451695,0,0.0,45324.396524451695
2023,8,Chattogram,MR2,50944.07928176476,0.8236,48251.17525093067,0,0.0,48251.17525093067
2023,9,Chattogram,MR2,50550.29317144865,0.8236,47878.20467440587,0,0.0,47878.20467440587
2023,10,Chattogram,MR2,51909.85654092248,0.8236,49165.90152416932,0,0.0,49165.90152416932
2023,11,Chattogram,MR2,53330.68586842525,0.8236,50511.62581342029,0,0.0,50511.62581342029
2023,12,Chattogram,MR2,53936.540825083874,0.8236,51085.45527706994,0,0.0,51085.45527706994
2024,1,Chattogram,MR2,54196.40386298458,0.807,50296.97260504284,0,0.0,50296.97260504284
2024,2,Chattogram,MR2,52284.361409445744,0.807,48522.501606036116,0,0.0,48522.501606036116
2024,3,Chattogram,MR2,50348.96064856748,0.807,46726.352929903056,0,0.0,46726.352929903056
2024,4,Chattogram,MR2,47203.51976873774,0.807,43807.22652137706,0,0.0,43807.22652137706
2024,5,Chattogram,MR2,46095.14312871815,0.807,42778.597580606875,0,0.0,42778.597580606875
2024,6,Chattogram,MR2,46798.94167979755,0.807,43431.75782593612,0,0.0,43431.75782593612
2024,7,Chattogram,MR2,48432.875418877564,0.807,44948.130032489324,1,0.0,32861.70597170842
2024,8,Chattogram,MR2,50925.132046442406,0.807,47261.06879570088,1,0.0,34552.702093511165
2024,9,Chattogram,MR2,52841.17614070943,0.807,49039.25351738538,1,0.0,35852.73801147134
2024,10,Chattogram,MR2,53435.64821825145,0.807,49590.95332894826,1,0.0,36256.0873160836
2024,11,Chattogram,MR2,54716.762802413046,0.807,50779.89171877943,1,0.0,37125.323561437246
2024,12,Chattogram,MR2,55568.564477471686,0.807,51570.40626331759,1,0.0,37703.27099796453
2025,1,Chattogram,MR2,51666.41729281272,0.807,47949.018568594845,1,0.0,35055.66413317343
2025,2,Chattogram,MR2,49083.926040525665,0.807,45552.33756190984,1,0.0,33303.44381849666
2025,3,Chattogram,MR2,50620.702936701884,0.807,46978.54336040618,1,0.0,34346.14694255222
2025,4,Chattogram,MR2,47889.62636450853,0.807,44443.96774758214,1,0.0,32493.111488319028
2025,5,Chattogram,MR2,47766.55670523225,0.807,44329.75295029079,1,0.0,32409.608724500078
2025,6,Chattogram,MR2,45099.19162590488,0.807,41854.304788421025,1,0.0,30599.801518176457
2025,7,Chattogram,MR2,48016.02712979597,0.807,44561.27397780715,1,0.0,32578.87440756656
2025,8,Chattogram,MR2,50857.93168855714,0.807,47198.703503565455,1,0.0,34507.106650686015
2025,9,Chattogram,MR2,51790.96275059727,0.807,48064.602980691794,1,0.0,35140.16822628024
2025,10,Chattogram,MR2,49621.63660695251,0.807,46051.35985308228,1,0.0,33668.28043781727
2025,11,Chattogram,MR2,52847.23650321816,0.807,49044.87783681161,1,0.0,35856.84996743351
2025,12,Chattogram,MR2,51120.34240992317,0.807,47442.2337735292,1,0.0,34685.15232513287
2026,1,Chattogram,MR2,51842.34190925088,0.807,48112.28540888027,0,0.0,48112.28540888027
2026,2,Chattogram,MR2,50034.08114774177,0.807,46434.12900916175,0,0.0,46434.12900916175
2026,3,Chattogram,MR2,45914.2046507746,0.807,42610.677626151366,0,227700.0,270310.67762615136
2026,4,Chattogram,MR2,49217.957030671394,0.807,45676.72502231459,0,227700.0,273376.7250223146
2026,5,Chattogram,MR2,44741.65246700266,0.807,41522.49057200182,0,227700.0,269222.49057200184
2026,6,Chattogram,MR2,44528.843962658226,0.807,41324.99363954496,0,227700.0,269024.99363954493
2026,7,Chattogram,MR2,46791.43797153515,0.807,43424.7940094832,0,0.0,43424.7940094832
2026,8,Chattogram,MR2,50937.32370519043,0.807,47272.38326460197,0,0.0,47272.38326460197
2026,9,Chattogram,MR2,51718.71622612401,0.807,47997.55459365438,0,0.0,47997.55459365438
2026,10,Chattogram,MR2,52193.877767948405,0.807,48438.52826254451,0,0.0,48438.52826254451
2026,11,Chattogram,MR2,51946.263199774425,0.807,48208.72956255065,0,0.0,48208.72956255065
2026,12,Chattogram,MR2,52983.787565558574,0.807,49171.604050216636,0,0.0,49171.604050216636
2027,1,Chattogram,MR2,52856.36306333106,0.807,49053.347740924386,0,0.0,49053.347740924386
2027,2,Chattogram,MR2,50084.98490381964,0.807,46481.37023998982,0,0.0,46481.37023998982
2027,3,Chattogram,MR2,45631.51059850357,0.807,42348.323410941244,0,0.0,42348.323410941244
2027,4,Chattogram,MR2,46388.53514818111,0.807,43050.88004426948,0,0.0,43050.88004426948
2027,5,Chattogram,MR2,48716.82756224564,0.807,45211.65181914207,0,0.0,45211.65181914207
2027,6,Chattogram,MR2,46359.82960417854,0.807,43024.2398641579,0,0.0,43024.2398641579
2027,7,Chattogram,MR2,45287.11990845007,0.807,42028.711631037084,0,0.0,42028.711631037084
2027,8,Chattogram,MR2,47033.85833761772,0.807,43649.77223022612,0,0.0,43649.77223022612
2027,9,Chattogram,MR2,49983.83053227589,0.807,46387.49392547864,0,0.0,46387.49392547864
2027,10,Chattogram,MR2,53497.178213291256,0.807,49648.05624084495,0,0.0,49648.05624084495
2027,11,Chattogram,MR2,53349.8999079226,0.807,49511.374609547565,0,0.0,49511.374609547565
2027,12,Chattogram,MR2,51504.68015800492,0.807,47798.918420636466,0,0.0,47798.918420636466
2028,1,Chattogram,MR2,51331.089427735336,0.807,47637.81754340978,0,0.0,47637.81754340978
2028,2,Chattogram,MR2,49971.964873872574,0.807,46376.48200119744,0,0.0,46376.48200119744
2028,3,Chattogram,MR2,48966.85506732159,0.807,45443.6898452278,0,0.0,45443.6898452278
2028,4,Chattogram,MR2,47877.88490710159,0.807,44433.07108803562,0,0.0,44433.07108803562
2028,5,Chattogram,MR2,43822.75852189327,0.807,40669.71104624305,0,0.0,40669.71104624305
2028,6,Chattogram,MR2,43129.13975749117,0.807,40025.998151939675,0,0.0,40025.998151939675
2028,7,Chattogram,MR2,46141.90208950924,0.807,42821.992234169054,0,0.0,42821.992234169054
2028,8,Chattogram,MR2,48477.85846676812,0.807,44989.876550084155,0,0.0,44989.876550084155
2028,9,Chattogram,MR2,47660.06752367841,0.807,44230.92566534975,0,0.0,44230.92566534975
2028,10,Chattogram,MR2,49675.109994020866,0.807,46100.98582995106,0,0.0,46100.98582995106
2028,11,Chattogram,MR2,51812.77505585783,0.807,48084.845890588855,0,0.0,48084.845890588855
2028,12,Chattogram,MR2,48378.52290899365,0.807,44897.68818569155,0,0.0,44897.68818569155
2020,1,Dhaka,MR1,61452.67896738012,0.8808,62246.647579638666,0,0.0,62246.647579638666
2020,2,Dhaka,MR1,69719.4728203638,0.8808,70620.24840920289,0,0.0,70620.24840920289
2020,3,Dhaka,MR1,70793.4145557048,0.8808,71708.06547176451,0,0.0,71708.06547176451
2020,4,Dhaka,MR1,72277.52476199648,0.8808,73211.35038192147,0,0.0,73211.35038192147
2020,5,Dhaka,MR1,74588.54776771719,0.8808,75552.2318048761,0,0.0,75552.2318048761
2020,6,Dhaka,MR1,72372.37717767454,0.8808,73307.42829081009,0,0.0,73307.42829081009
2020,7,Dhaka,MR1,74211.27028404587,0.8808,75170.07989611573,0,0.0,75170.07989611573
2020,8,Dhaka,MR1,71493.70216901715,0.8808,72417.40080104084,0,0.0,72417.40080104084
2020,9,Dhaka,MR1,70310.72284655039,0.8808,71219.13738572781,0,0.0,71219.13738572781
2020,10,Dhaka,MR1,65844.72932501795,0.8808,66695.44322789718,0,0.0,66695.44322789718
2020,11,Dhaka,MR1,62594.958099530195,0.8808,63403.68495817612,0,0.0,63403.68495817612
2020,12,Dhaka,MR1,62337.18879894942,0.8808,63142.58527823185,0,0.0,63142.58527823185
2021,1,Dhaka,MR1,67163.3893665134,0.8756,67629.503288717,0,0.0,67629.503288717
2021,2,Dhaka,MR1,69390.34707132466,0.8756,69871.91607999966,0,0.0,69871.91607999966
2021,3,Dhaka,MR1,70825.1843001464,0.8756,71316.71107918941,0,0.0,71316.71107918941
2021,4,Dhaka,MR1,72096.62815051794,0.8756,72596.97874988253,0,0.0,72596.97874988253
2021,5,Dhaka,MR1,76166.93000227974,0.8756,76695.52849649555,0,0.0,76695.52849649555
2021,6,Dhaka,MR1,75435.03106439034,0.8756,75958.5501799772,0,0.0,75958.5501799772
2021,7,Dhaka,MR1,69949.7753654861,0.8756,70435.22680652258,0,0.0,70435.22680652258
2021,8,Dhaka,MR1,70203.36248955659,0.8756,70690.57382523411,0,0.0,70690.57382523411
2021,9,Dhaka,MR1,69705.44077999439,0.8756,70189.19653900755,0,0.0,70189.19653900755
2021,10,Dhaka,MR1,62770.72469495851,0.8756,63206.35352434152,0,0.0,63206.35352434152
2021,11,Dhaka,MR1,63693.10620300788,0.8756,64135.13636005675,0,0.0,64135.13636005675
2021,12,Dhaka,MR1,64901.1061754284,0.8756,65351.51985228588,0,0.0,65351.51985228588
2022,1,Dhaka,MR1,68586.52008256497,0.8704,68652.36314184422,0,0.0,68652.36314184422
2022,2,Dhaka,MR1,65219.92992718253,0.8704,65282.54105991262,0,0.0,65282.54105991262
2022,3,Dhaka,MR1,71105.4387809749,0.8704,71173.70000220463,0,0.0,71173.70000220463
2022,4,Dhaka,MR1,72682.67915124919,0.8704,72752.45452323438,0,0.0,72752.45452323438
2022,5,Dhaka,MR1,68966.14786208897,0.8704,69032.35536403656,0,0.0,69032.35536403656
2022,6,Dhaka,MR1,73343.67918016193,0.8704,73414.08911217487,0,0.0,73414.08911217487
2022,7,Dhaka,MR1,70105.85312086072,0.8704,70173.15473985673,0,0.0,70173.15473985673
2022,8,Dhaka,MR1,69888.91321816412,0.8704,69956.00657485354,0,0.0,69956.00657485354
2022,9,Dhaka,MR1,68301.92098346188,0.8704,68367.49082760599,0,0.0,68367.49082760599
2022,10,Dhaka,MR1,64889.95802059777,0.8704,64952.252380297534,0,0.0,64952.252380297534
2022,11,Dhaka,MR1,65178.62302186324,0.8704,65241.19449996422,0,0.0,65241.19449996422
2022,12,Dhaka,MR1,63437.71104466887,0.8704,63498.61124727174,0,0.0,63498.61124727174
2023,1,Dhaka,MR1,69684.13377527824,0.8652,69334.31942372634,0,0.0,69334.31942372634
2023,2,Dhaka,MR1,67930.2293100321,0.8652,67589.21955889573,0,0.0,67589.21955889573
2023,3,Dhaka,MR1,69100.48962864911,0.8652,68753.60517071329,0,0.0,68753.60517071329
2023,4,Dhaka,MR1,67590.83544448468,0.8652,67251.52945055335,0,0.0,67251.52945055335
2023,5,Dhaka,MR1,72030.91657514605,0.8652,71669.3213739388,0,0.0,71669.3213739388
2023,6,Dhaka,MR1,72990.6543346827,0.8652,72624.24124992258,0,0.0,72624.24124992258
2023,7,Dhaka,MR1,69405.70183581852,0.8652,69057.2852126027,0,0.0,69057.2852126027
2023,8,Dhaka,MR1,68037.5921422779,0.8652,67696.04342972366,0,0.0,67696.04342972366
2023,9,Dhaka,MR1,65827.632325821,0.8652,65497.177611545376,0,0.0,65497.177611545376
2023,10,Dhaka,MR1,65436.78345184192,0.8652,65108.290798913666,0,0.0,65108.290798913666
2023,11,Dhaka,MR1,60712.04730425122,0.8652,60407.27282678387,0,0.0,60407.27282678387
2023,12,Dhaka,MR1,62969.52452555127,0.8652,62653.41751243299,0,0.0,62653.41751243299
2024,1,Dhaka,MR1,63207.54116787472,0.86,62512.258215028094,0,0.0,62512.258215028094
2024,2,Dhaka,MR1,63189.076395601514,0.86,62493.9965552499,0,0.0,62493.9965552499
2024,3,Dhaka,MR1,69198.395331465,0.86,68437.21298281888,0,0.0,68437.21298281888
2024,4,Dhaka,MR1,74986.10390019882,0.86,74161.25675729664,0,0.0,74161.25675729664
2024,5,Dhaka,MR1,75160.1577698637,0.86,74333.39603439519,0,0.0,74333.39603439519
2024,6,Dhaka,MR1,69407.29740920602,0.86,68643.81713770474,0,0.0,68643.81713770474
2024,7,Dhaka,MR1,75893.23815125506,0.86,75058.41253159125,1,0.0,51493.56208562656
2024,8,Dhaka,MR1,69012.39498412507,0.86,68253.25863929969,1,0.0,46824.90999672886
2024,9,Dhaka,MR1,67598.56255079078,0.86,66854.97836273209,1,0.0,45865.62469071155
2024,10,Dhaka,MR1,64981.95315992761,0.86,64267.1516751684,1,0.0,44090.25521901088
2024,11,Dhaka,MR1,63468.71770052707,0.86,62770.56180582127,1,0.0,43063.52495980762
2024,12,Dhaka,MR1,62489.94593714855,0.86,61802.55653183991,1,0.0,42399.42831835528
2025,1,Dhaka,MR1,61709.06678300195,0.86,61030.26704838892,1,0.0,41869.60181226682
2025,2,Dhaka,MR1,64271.41681606016,0.86,63564.431231083494,1,0.0,43608.15630969682
2025,3,Dhaka,MR1,69498.66220030138,0.86,68734.17691609806,1,0.0,47154.842302904486
2025,4,Dhaka,MR1,69088.90384544914,0.86,68328.9259031492,1,0.0,46876.821259137236
2025,5,Dhaka,MR1,73758.22691938073,0.86,72946.88642326754,1,0.0,50044.95696479982
2025,6,Dhaka,MR1,70787.1730274948,0.86,70008.51412419236,1,0.0,48029.09689915522
2025,7,Dhaka,MR1,69753.81226661909,0.86,68986.52033168628,1,0.0,47327.96162290105
2025,8,Dhaka,MR1,66188.62406957915,0.86,65460.549204813775,1,0.0,44908.98143120945
2025,9,Dhaka,MR1,64833.46200470282,0.86,64120.293922651086,1,0.0,43989.50397019086
2025,10,Dhaka,MR1,67485.66363536846,0.86,66743.3213353794,1,0.0,45789.02277659749
2025,11,Dhaka,MR1,60410.507626755825,0.86,59745.99204286151,1,0.0,40988.529424753826
2025,12,Dhaka,MR1,63957.22352322546,0.86,63253.69406446998,1,0.0,43394.97616050847
2026,1,Dhaka,MR1,62638.765868514274,0.86,61949.739443960614,0,0.0,61949.739443960614
2026,2,Dhaka,MR1,68131.4240044185,0.86,67381.9783403699,0,0.0,67381.9783403699
2026,3,Dhaka,MR1,68385.9561033584,0.86,67633.71058622145,0,1179900.0,1247533.7105862214
2026,4,Dhaka,MR1,71455.62992271122,0.86,70669.61799356139,0,1179900.0,1250569.6179935613
2026,5,Dhaka,MR1,75751.89255429599,0.86,74918.62173619874,0,1179900.0,1254818.6217361987
2026,6,Dhaka,MR1,68218.76876112734,0.86,67468.36230475493,0,1179900.0,1247368.362304755
2026,7,Dhaka,MR1,67647.7442814888,0.86,66903.61909439243,0,0.0,66903.61909439243
2026,8,Dhaka,MR1,68238.48745820475,0.86,67487.86409616449,0,0.0,67487.86409616449
2026,9,Dhaka,MR1,62777.20500441772,0.86,62086.65574936912,0,0.0,62086.65574936912
2026,10,Dhaka,MR1,63625.65095376035,0.86,62925.76879326898,0,0.0,62925.76879326898
2026,11,Dhaka,MR1,64680.559579928144,0.86,63969.07342454892,0,0.0,63969.07342454892
2026,12,Dhaka,MR1,62661.98201771409,0.86,61972.700215519224,0,0.0,61972.700215519224
2027,1,Dhaka,MR1,63239.15887310825,0.86,62543.52812550405,0,0.0,62543.52812550405
2027,2,Dhaka,MR1,64823.54744608215,0.86,64110.48842417524,0,0.0,64110.48842417524
2027,3,Dhaka,MR1,66002.72710752753,0.86,65276.69710934472,0,0.0,65276.69710934472
2027,4,Dhaka,MR1,71206.28642093028,0.86,70423.01727030004,0,0.0,70423.01727030004
2027,5,Dhaka,MR1,72899.6246939628,0.86,72097.72882232921,0,0.0,72097.72882232921
2027,6,Dhaka,MR1,68461.46166860708,0.86,67708.3855902524,0,0.0,67708.3855902524
2027,7,Dhaka,MR1,70374.74081693566,0.86,69600.61866794937,0,0.0,69600.61866794937
2027,8,Dhaka,MR1,71741.58820153723,0.86,70952.43073132032,0,0.0,70952.43073132032
2027,9,Dhaka,MR1,65397.68382288361,0.86,64678.30930083188,0,0.0,64678.30930083188
2027,10,Dhaka,MR1,67907.48645839254,0.86,67160.5041073502,0,0.0,67160.5041073502
2027,11,Dhaka,MR1,59763.4859768415,0.86,59106.087631096234,0,0.0,59106.087631096234
2027,12,Dhaka,MR1,63992.28794030284,0.86,63288.372772959505,0,0.0,63288.372772959505
2028,1,Dhaka,MR1,64468.814512186895,0.86,63759.65755255283,0,0.0,63759.65755255283
2028,2,Dhaka,MR1,68264.81012972811,0.86,67513.89721830109,0,0.0,67513.89721830109
2028,3,Dhaka,MR1,69430.33632302188,0.86,68666.60262346864,0,0.0,68666.60262346864
2028,4,Dhaka,MR1,72027.78786660028,0.86,71235.48220006766,0,0.0,71235.48220006766
2028,5,Dhaka,MR1,72874.12850934414,0.86,72072.51309574135,0,0.0,72072.51309574135
2028,6,Dhaka,MR1,72037.87107351064,0.86,71245.45449170202,0,0.0,71245.45449170202
2028,7,Dhaka,MR1,73014.29551686923,0.86,72211.13826618365,0,0.0,72211.13826618365
2028,8,Dhaka,MR1,67542.24159968743,0.86,66799.27694209087,0,0.0,66799.27694209087
2028,9,Dhaka,MR1,67203.9160736813,0.86,66464.67299687081,0,0.0,66464.67299687081
2020,4,Dhaka,MR2,66160.92464827075,0.8734000000000001,66452.69432596963,0,0.0,66452.69432596963
2020,5,Dhaka,MR2,64137.02393057911,0.8734000000000001,64419.868206112966,0,0.0,64419.868206112966
2020,6,Dhaka,MR2,63482.607119707376,0.8734000000000001,63762.56541710529,0,0.0,63762.56541710529
2020,7,Dhaka,MR2,61452.67896738012,0.8734000000000001,61723.68528162626,0,0.0,61723.68528162626
2020,8,Dhaka,MR2,69719.4728203638,0.8734000000000001,70026.9356955016,0,0.0,70026.9356955016
2020,9,Dhaka,MR2,70793.4145557048,0.8734000000000001,71105.61351389546,0,0.0,71105.61351389546
2020,10,Dhaka,MR2,72277.52476199648,0.8734000000000001,72596.26864619688,0,0.0,72596.26864619688
2020,11,Dhaka,MR2,74588.54776771719,0.8734000000000001,74917.48326337282,0,0.0,74917.48326337282
2020,12,Dhaka,MR2,72372.37717767454,0.8734000000000001,72691.53936102809,0,0.0,72691.53936102809
2021,1,Dhaka,MR2,74211.27028404587,0.8568,73121.84883627607,0,0.0,73121.84883627607
2021,2,Dhaka,MR2,71493.70216901715,0.8568,70444.17462117597,0,0.0,70444.17462117597
2021,3,Dhaka,MR2,70310.72284655039,0.8568,69278.56143516302,0,0.0,69278.56143516302
2021,4,Dhaka,MR2,65844.72932501795,0.8568,64878.12869852668,0,0.0,64878.12869852668
2021,5,Dhaka,MR2,62594.958099530195,0.8568,61676.06411462909,0,0.0,61676.06411462909
2021,6,Dhaka,MR2,62337.18879894942,0.8568,61422.07886738084,0,0.0,61422.07886738084
2021,7,Dhaka,MR2,67163.3893665134,0.8568,66177.43081061298,0,0.0,66177.43081061298
2021,8,Dhaka,MR2,69390.34707132466,0.8568,68371.6967763176,0,0.0,68371.6967763176
2021,9,Dhaka,MR2,70825.1843001464,0.8568,69785.47059462024,0,0.0,69785.47059462024
2021,10,Dhaka,MR2,72096.62815051794,0.8568,71038.24964926833,0,0.0,71038.24964926833
2021,11,Dhaka,MR2,76166.93000227974,0.8568,75048.79946984627,0,0.0,75048.79946984627
2021,12,Dhaka,MR2,75435.03106439034,0.8568,74327.64480836508,0,0.0,74327.64480836508
2022,1,Dhaka,MR2,69949.7753654861,0.8402000000000001,67587.57145139364,0,0.0,67587.57145139364
2022,2,Dhaka,MR2,70203.36248955659,0.8402000000000001,67832.59493828427,0,0.0,67832.59493828427
2022,3,Dhaka,MR2,69705.44077999439,0.8402000000000001,67351.48804485398,0,0.0,67351.48804485398
2022,4,Dhaka,MR2,62770.72469495851,0.8402000000000001,60650.95732200976,0,0.0,60650.95732200976
2022,5,Dhaka,MR2,63693.10620300788,0.8402000000000001,61542.190006532306,0,0.0,61542.190006532306
2022,6,Dhaka,MR2,64901.1061754284,0.8402000000000001,62709.39581988419,0,0.0,62709.39581988419
2022,7,Dhaka,MR2,68586.52008256497,0.8402000000000001,66270.35329937674,0,0.0,66270.35329937674
2022,8,Dhaka,MR2,65219.92992718253,0.8402000000000001,63017.45289354157,0,0.0,63017.45289354157
2022,9,Dhaka,MR2,71105.4387809749,0.8402000000000001,68704.20811334137,0,0.0,68704.20811334137
2022,10,Dhaka,MR2,72682.67915124919,0.8402000000000001,70228.1850763115,0,0.0,70228.1850763115
2022,11,Dhaka,MR2,68966.14786208897,0.8402000000000001,66637.16104878622,0,0.0,66637.16104878622
2022,12,Dhaka,MR2,73343.67918016193,0.8402000000000001,70866.86313424786,0,0.0,70866.86313424786
2023,1,Dhaka,MR2,70105.85312086072,0.8236,66400.05772489202,0,0.0,66400.05772489202
2023,2,Dhaka,MR2,69888.91321816412,0.8236,66194.58526545195,0,0.0,66194.58526545195
2023,3,Dhaka,MR2,68301.92098346188,0.8236,64691.481440276075,0,0.0,64691.481440276075
